run,log_file,idx,vt_s,dt_s,action,channel,x,y,result
1,r01_20260912_225951.jsonl,114,1465.917,6.0,measure,11,919.239,-919.239,direction
1,r01_20260912_225951.jsonl,115,1596.599,130.682,clear,11,412.467,-1290.829,success
1,r01_20260912_225951.jsonl,116,1685.113,88.514,measure,12,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,117,1691.113,6.0,measure,9,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,118,1697.113,6.0,measure,13,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,119,1703.113,6.0,measure,7,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,120,1709.113,6.0,measure,15,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,121,1715.113,6.0,measure,6,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,122,1721.113,6.0,measure,16,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,123,1727.113,6.0,measure,17,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,124,1733.113,6.0,measure,1,-0.0,-1300.0,no_signal
1,r01_20260912_225951.jsonl,125,1739.113,6.0,measure,2,-0.0,-1300.0,direction
1,r01_20260912_225951.jsonl,126,1881.67,142.557,clear,2,-577.238,-926.041,success
1,r01_20260912_225951.jsonl,127,2025.227,143.557,measure,20,-0.0,-1300.0,direction
1,r01_20260912_225951.jsonl,128,2151.227,126.0,measure,17,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,129,2157.227,6.0,measure,16,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,130,2163.227,6.0,measure,15,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,131,2169.227,6.0,measure,13,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,132,2175.227,6.0,measure,12,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,133,2181.227,6.0,measure,9,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,134,2187.227,6.0,measure,7,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,135,2193.227,6.0,measure,6,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,136,2199.227,6.0,measure,1,-0.0,-1900.0,no_signal
1,r01_20260912_225951.jsonl,137,2205.227,6.0,measure,5,-0.0,-1900.0,direction
1,r01_20260912_225951.jsonl,138,2384.318,179.092,measure,5,809.378,-1579.682,direction
1,r01_20260912_225951.jsonl,139,2390.828,6.51,clear,5,802.393,-1576.822,success
1,r01_20260912_225951.jsonl,140,2429.384,38.556,measure,6,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,141,2435.384,6.0,measure,7,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,142,2441.384,6.0,measure,1,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,143,2447.384,6.0,measure,9,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,144,2453.384,6.0,measure,12,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,145,2459.384,6.0,measure,13,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,146,2465.384,6.0,measure,15,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,147,2471.384,6.0,measure,16,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,148,2477.384,6.0,measure,17,950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,149,2679.086,201.702,measure,17,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,150,2685.086,6.0,measure,16,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,151,2691.086,6.0,measure,15,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,152,2697.086,6.0,measure,13,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,153,2703.086,6.0,measure,12,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,154,2709.086,6.0,measure,9,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,155,2715.086,6.0,measure,7,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,156,2721.086,6.0,measure,6,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,157,2727.086,6.0,measure,1,1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,158,2733.086,6.0,measure,18,1645.448,-950.0,direction
1,r01_20260912_225951.jsonl,159,2935.789,202.702,measure,17,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,160,2941.789,6.0,measure,16,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,161,2947.789,6.0,measure,15,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,162,2953.789,6.0,measure,13,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,163,2959.789,6.0,measure,12,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,164,2965.789,6.0,measure,9,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,165,2971.789,6.0,measure,7,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,166,2977.789,6.0,measure,6,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,167,2983.789,6.0,measure,1,1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,168,2989.789,6.0,measure,10,1900.0,0.0,direction
1,r01_20260912_225951.jsonl,169,2995.789,6.0,measure,18,1900.0,0.0,direction
1,r01_20260912_225951.jsonl,170,3121.789,126.0,measure,17,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,171,3127.789,6.0,measure,16,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,172,3133.789,6.0,measure,15,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,173,3139.789,6.0,measure,13,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,174,3145.789,6.0,measure,12,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,175,3151.789,6.0,measure,9,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,176,3157.789,6.0,measure,7,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,177,3163.789,6.0,measure,6,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,178,3169.789,6.0,measure,1,1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,179,3175.789,6.0,measure,10,1300.0,0.0,direction
1,r01_20260912_225951.jsonl,180,3283.011,107.222,clear,10,910.018,330.372,success
1,r01_20260912_225951.jsonl,181,3391.232,108.222,measure,18,1300.0,0.0,direction
1,r01_20260912_225951.jsonl,182,3417.061,25.829,clear,18,1197.612,19.05,success
1,r01_20260912_225951.jsonl,183,3629.674,212.613,measure,17,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,184,3635.674,6.0,measure,16,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,185,3641.674,6.0,measure,15,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,186,3647.674,6.0,measure,13,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,187,3653.674,6.0,measure,12,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,188,3659.674,6.0,measure,9,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,189,3665.674,6.0,measure,7,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,190,3671.674,6.0,measure,6,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,191,3677.674,6.0,measure,1,1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,192,3828.046,150.372,measure,1,919.239,919.239,direction
1,r01_20260912_225951.jsonl,193,3834.046,6.0,measure,6,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,194,3840.046,6.0,measure,7,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,195,3846.046,6.0,measure,9,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,196,3852.046,6.0,measure,12,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,197,3858.046,6.0,measure,13,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,198,3864.046,6.0,measure,15,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,199,3870.046,6.0,measure,16,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,200,3876.046,6.0,measure,17,919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,201,3882.046,6.0,measure,1,919.239,919.239,direction
1,r01_20260912_225951.jsonl,202,4033.418,151.372,measure,6,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,203,4039.418,6.0,measure,7,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,204,4045.418,6.0,measure,9,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,205,4051.418,6.0,measure,12,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,206,4057.418,6.0,measure,13,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,207,4063.418,6.0,measure,15,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,208,4069.418,6.0,measure,16,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,209,4075.418,6.0,measure,17,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,210,4081.418,6.0,measure,1,950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,211,4289.59,208.172,measure,6,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,212,4295.59,6.0,measure,7,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,213,4301.59,6.0,measure,9,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,214,4307.59,6.0,measure,12,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,215,4313.59,6.0,measure,13,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,216,4319.59,6.0,measure,15,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,217,4325.59,6.0,measure,16,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,218,4331.59,6.0,measure,17,0.0,1300.0,no_signal
1,r01_20260912_225951.jsonl,219,4337.59,6.0,measure,1,0.0,1300.0,direction
1,r01_20260912_225951.jsonl,220,4343.59,6.0,measure,19,0.0,1300.0,direction
1,r01_20260912_225951.jsonl,221,4469.59,126.0,measure,17,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,222,4475.59,6.0,measure,16,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,223,4481.59,6.0,measure,15,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,224,4487.59,6.0,measure,13,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,225,4493.59,6.0,measure,12,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,226,4499.59,6.0,measure,9,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,227,4505.59,6.0,measure,7,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,228,4511.59,6.0,measure,6,0.0,1900.0,no_signal
1,r01_20260912_225951.jsonl,229,4517.59,6.0,measure,14,0.0,1900.0,direction
1,r01_20260912_225951.jsonl,230,4523.59,6.0,measure,19,0.0,1900.0,direction
1,r01_20260912_225951.jsonl,231,4774.443,250.853,measure,1,-379.072,735.9,direction
1,r01_20260912_225951.jsonl,232,4782.218,7.775,clear,1,-385.516,723.615,success
1,r01_20260912_225951.jsonl,233,4901.906,119.689,measure,6,-919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,234,4907.906,6.0,measure,7,-919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,235,4913.906,6.0,measure,9,-919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,236,4919.906,6.0,measure,12,-919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,237,4925.906,6.0,measure,13,-919.239,919.239,direction
1,r01_20260912_225951.jsonl,238,4931.906,6.0,measure,15,-919.239,919.239,direction
1,r01_20260912_225951.jsonl,239,4937.906,6.0,measure,16,-919.239,919.239,direction
1,r01_20260912_225951.jsonl,240,4943.906,6.0,measure,17,-919.239,919.239,no_signal
1,r01_20260912_225951.jsonl,241,4949.906,6.0,measure,16,-919.239,919.239,direction
1,r01_20260912_225951.jsonl,242,4955.906,6.0,measure,15,-919.239,919.239,direction
1,r01_20260912_225951.jsonl,243,5019.113,63.206,measure,14,-903.58,1204.841,direction
1,r01_20260912_225951.jsonl,244,5026.02,6.907,clear,14,-911.313,1199.26,success
1,r01_20260912_225951.jsonl,245,5059.657,33.637,measure,19,-1007.443,1298.531,direction
1,r01_20260912_225951.jsonl,246,5066.801,7.143,clear,19,-999.947,1290.873,success
1,r01_20260912_225951.jsonl,247,5144.416,77.615,measure,17,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,248,5150.416,6.0,measure,12,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,249,5156.416,6.0,measure,9,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,250,5162.416,6.0,measure,7,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,251,5168.416,6.0,measure,6,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,252,5174.416,6.0,measure,16,-950.0,1645.448,no_signal
1,r01_20260912_225951.jsonl,253,5180.416,6.0,measure,15,-950.0,1645.448,direction
1,r01_20260912_225951.jsonl,254,5383.118,202.702,measure,17,-1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,255,5389.118,6.0,measure,12,-1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,256,5395.118,6.0,measure,9,-1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,257,5401.118,6.0,measure,7,-1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,258,5407.118,6.0,measure,6,-1645.448,950.0,no_signal
1,r01_20260912_225951.jsonl,259,5413.118,6.0,measure,16,-1645.448,950.0,direction
1,r01_20260912_225951.jsonl,260,5499.657,86.539,clear,16,-1433.132,601.953,success
1,r01_20260912_225951.jsonl,261,5587.196,87.539,measure,13,-1645.448,950.0,direction
1,r01_20260912_225951.jsonl,262,5655.258,68.062,measure,13,-1347.976,1054.555,near
1,r01_20260912_225951.jsonl,263,5660.258,5.0,clear,13,-1347.976,1054.555,success
1,r01_20260912_225951.jsonl,264,5663.258,3.0,clear,13,-1347.976,1054.555,no_target_in_range
1,r01_20260912_225951.jsonl,265,5754.124,90.866,measure,15,-1546.542,679.554,direction
1,r01_20260912_225951.jsonl,266,5760.444,6.32,clear,15,-1550.591,684.767,success
1,r01_20260912_225951.jsonl,267,5912.28,151.836,measure,17,-1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,268,5918.28,6.0,measure,12,-1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,269,5924.28,6.0,measure,9,-1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,270,5930.28,6.0,measure,7,-1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,271,5936.28,6.0,measure,6,-1300.0,0.0,no_signal
1,r01_20260912_225951.jsonl,272,5942.28,6.0,measure,4,-1300.0,0.0,direction
1,r01_20260912_225951.jsonl,273,5948.28,6.0,measure,20,-1300.0,0.0,direction
1,r01_20260912_225951.jsonl,274,6028.639,80.36,measure,4,-932.001,-53.019,near
1,r01_20260912_225951.jsonl,275,6033.639,5.0,clear,4,-932.001,-53.019,success
1,r01_20260912_225951.jsonl,276,6036.639,3.0,clear,4,-932.001,-53.019,no_target_in_range
1,r01_20260912_225951.jsonl,277,6211.463,174.823,measure,20,-422.691,-726.173,direction
1,r01_20260912_225951.jsonl,278,6218.496,7.033,clear,20,-419.901,-735.947,success
1,r01_20260912_225951.jsonl,279,6330.879,112.383,measure,17,-919.239,-919.239,no_signal
1,r01_20260912_225951.jsonl,280,6336.879,6.0,measure,12,-919.239,-919.239,no_signal
1,r01_20260912_225951.jsonl,281,6342.879,6.0,measure,9,-919.239,-919.239,no_signal
1,r01_20260912_225951.jsonl,282,6348.879,6.0,measure,7,-919.239,-919.239,no_signal
1,r01_20260912_225951.jsonl,283,6354.879,6.0,measure,6,-919.239,-919.239,no_signal
1,r01_20260912_225951.jsonl,284,6505.251,150.372,measure,6,-950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,285,6511.251,6.0,measure,7,-950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,286,6517.251,6.0,measure,9,-950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,287,6523.251,6.0,measure,12,-950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,288,6529.251,6.0,measure,17,-950.0,-1645.448,no_signal
1,r01_20260912_225951.jsonl,289,6730.953,201.702,measure,17,-1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,290,6736.953,6.0,measure,12,-1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,291,6742.953,6.0,measure,9,-1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,292,6748.953,6.0,measure,7,-1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,293,6754.953,6.0,measure,6,-1645.448,-950.0,no_signal
1,r01_20260912_225951.jsonl,294,6956.656,201.702,measure,6,-1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,295,6962.656,6.0,measure,7,-1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,296,6968.656,6.0,measure,9,-1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,297,6974.656,6.0,measure,12,-1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,298,6980.656,6.0,measure,17,-1900.0,0.0,no_signal
1,r01_20260912_225951.jsonl,299,6980.656,0.0,exit,,,,
